has_hangul_pdf	versions	page_count_match	render_self_pass	cheap_ok	expected_verdict_class
1	2022!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2022!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2020!2022	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2020!2022	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2020!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2020!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2020!2022!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2020!2022!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2020!2022!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2020!2022!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2010!2020!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2010!2020!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2010!2020!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2010!2020!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
0	2018!2020!2022!2024	0	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	0	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	0	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	0	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	1	0	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	1	0	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	1	1	0	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
0	2018!2020!2022!2024	1	1	1	NO_ORACLE_VERSION_TOKEN_WITHOUT_PDF
1	2018!2020!2022!2024	0	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	0	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	0	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	0	1	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	1	0	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	1	0	1	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	1	1	0	ORACLE_MULTIVER_DISAGREE
1	2018!2020!2022!2024	1	1	1	ORACLE_MULTIVER_DISAGREE
