check_a	check_b	a_pass	b_pass	expected_joint	expected_verdict_class
sanitize-verify	fill-verify	0	1	0	SHADOW_B_ONLY
sanitize-verify	fill-verify	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	layout-anomaly	1	1	1	JOINT_PASS
sanitize-verify	layout-anomaly	1	0	0	SHADOW_A_ONLY
sanitize-verify	layout-anomaly	0	1	0	SHADOW_B_ONLY
sanitize-verify	layout-anomaly	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	render-diff	1	1	1	JOINT_PASS
sanitize-verify	render-diff	1	0	0	SHADOW_A_ONLY
sanitize-verify	render-diff	0	1	0	SHADOW_B_ONLY
sanitize-verify	render-diff	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	dump-pages	1	1	1	JOINT_PASS
sanitize-verify	dump-pages	1	0	0	SHADOW_A_ONLY
sanitize-verify	dump-pages	0	1	0	SHADOW_B_ONLY
sanitize-verify	dump-pages	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	info	1	1	1	JOINT_PASS
sanitize-verify	info	1	0	0	SHADOW_A_ONLY
sanitize-verify	info	0	1	0	SHADOW_B_ONLY
sanitize-verify	info	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	inspect-hidden	1	1	1	JOINT_PASS
sanitize-verify	inspect-hidden	1	0	0	SHADOW_A_ONLY
sanitize-verify	inspect-hidden	0	1	0	SHADOW_B_ONLY
sanitize-verify	inspect-hidden	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	inspect-injection	1	1	1	JOINT_PASS
sanitize-verify	inspect-injection	1	0	0	SHADOW_A_ONLY
sanitize-verify	inspect-injection	0	1	0	SHADOW_B_ONLY
sanitize-verify	inspect-injection	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	inspect-unicode	1	1	1	JOINT_PASS
sanitize-verify	inspect-unicode	1	0	0	SHADOW_A_ONLY
sanitize-verify	inspect-unicode	0	1	0	SHADOW_B_ONLY
sanitize-verify	inspect-unicode	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	inspect-watermark	1	1	1	JOINT_PASS
sanitize-verify	inspect-watermark	1	0	0	SHADOW_A_ONLY
sanitize-verify	inspect-watermark	0	1	0	SHADOW_B_ONLY
sanitize-verify	inspect-watermark	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	replay	1	1	1	JOINT_PASS
sanitize-verify	replay	1	0	0	SHADOW_A_ONLY
sanitize-verify	replay	0	1	0	SHADOW_B_ONLY
sanitize-verify	replay	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	audit	1	1	1	JOINT_PASS
sanitize-verify	audit	1	0	0	SHADOW_A_ONLY
sanitize-verify	audit	0	1	0	SHADOW_B_ONLY
sanitize-verify	audit	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	lineage	1	1	1	JOINT_PASS
sanitize-verify	lineage	1	0	0	SHADOW_A_ONLY
sanitize-verify	lineage	0	1	0	SHADOW_B_ONLY
sanitize-verify	lineage	0	0	0	JOINT_BOTH_FAIL
sanitize-verify	csv-to-table-verify	1	1	1	JOINT_PASS
sanitize-verify	csv-to-table-verify	1	0	0	SHADOW_A_ONLY
sanitize-verify	csv-to-table-verify	0	1	0	SHADOW_B_ONLY
sanitize-verify	csv-to-table-verify	0	0	0	JOINT_BOTH_FAIL
ir-diff	ir-diff	1	1	0	SAME_CHECK_NOT_SHADOW
ir-diff	ir-diff	1	0	0	SAME_CHECK_NOT_SHADOW
ir-diff	ir-diff	0	1	0	SAME_CHECK_NOT_SHADOW
ir-diff	ir-diff	0	0	0	SAME_CHECK_NOT_SHADOW
verify-pages	verify-pages	1	1	0	SAME_CHECK_NOT_SHADOW
verify-pages	verify-pages	1	0	0	SAME_CHECK_NOT_SHADOW
verify-pages	verify-pages	0	1	0	SAME_CHECK_NOT_SHADOW
verify-pages	verify-pages	0	0	0	SAME_CHECK_NOT_SHADOW
fill-verify	fill-verify	1	1	0	SAME_CHECK_NOT_SHADOW
fill-verify	fill-verify	1	0	0	SAME_CHECK_NOT_SHADOW
fill-verify	fill-verify	0	1	0	SAME_CHECK_NOT_SHADOW
fill-verify	fill-verify	0	0	0	SAME_CHECK_NOT_SHADOW
layout-anomaly	layout-anomaly	1	1	0	SAME_CHECK_NOT_SHADOW
layout-anomaly	layout-anomaly	1	0	0	SAME_CHECK_NOT_SHADOW
layout-anomaly	layout-anomaly	0	1	0	SAME_CHECK_NOT_SHADOW
layout-anomaly	layout-anomaly	0	0	0	SAME_CHECK_NOT_SHADOW
render-diff	render-diff	1	1	0	SAME_CHECK_NOT_SHADOW
render-diff	render-diff	1	0	0	SAME_CHECK_NOT_SHADOW
render-diff	render-diff	0	1	0	SAME_CHECK_NOT_SHADOW
render-diff	render-diff	0	0	0	SAME_CHECK_NOT_SHADOW
dump-pages	dump-pages	1	1	0	SAME_CHECK_NOT_SHADOW
dump-pages	dump-pages	1	0	0	SAME_CHECK_NOT_SHADOW
dump-pages	dump-pages	0	1	0	SAME_CHECK_NOT_SHADOW
dump-pages	dump-pages	0	0	0	SAME_CHECK_NOT_SHADOW
info	info	1	1	0	SAME_CHECK_NOT_SHADOW
info	info	1	0	0	SAME_CHECK_NOT_SHADOW
info	info	0	1	0	SAME_CHECK_NOT_SHADOW
info	info	0	0	0	SAME_CHECK_NOT_SHADOW
inspect-hidden	inspect-hidden	1	1	0	SAME_CHECK_NOT_SHADOW
inspect-hidden	inspect-hidden	1	0	0	SAME_CHECK_NOT_SHADOW
inspect-hidden	inspect-hidden	0	1	0	SAME_CHECK_NOT_SHADOW
inspect-hidden	inspect-hidden	0	0	0	SAME_CHECK_NOT_SHADOW
inspect-injection	inspect-injection	1	1	0	SAME_CHECK_NOT_SHADOW
inspect-injection	inspect-injection	1	0	0	SAME_CHECK_NOT_SHADOW
inspect-injection	inspect-injection	0	1	0	SAME_CHECK_NOT_SHADOW
inspect-injection	inspect-injection	0	0	0	SAME_CHECK_NOT_SHADOW
inspect-unicode	inspect-unicode	1	1	0	SAME_CHECK_NOT_SHADOW
inspect-unicode	inspect-unicode	1	0	0	SAME_CHECK_NOT_SHADOW
inspect-unicode	inspect-unicode	0	1	0	SAME_CHECK_NOT_SHADOW
inspect-unicode	inspect-unicode	0	0	0	SAME_CHECK_NOT_SHADOW
inspect-watermark	inspect-watermark	1	1	0	SAME_CHECK_NOT_SHADOW
inspect-watermark	inspect-watermark	1	0	0	SAME_CHECK_NOT_SHADOW
inspect-watermark	inspect-watermark	0	1	0	SAME_CHECK_NOT_SHADOW
inspect-watermark	inspect-watermark	0	0	0	SAME_CHECK_NOT_SHADOW
replay	replay	1	1	0	SAME_CHECK_NOT_SHADOW
replay	replay	1	0	0	SAME_CHECK_NOT_SHADOW
replay	replay	0	1	0	SAME_CHECK_NOT_SHADOW
replay	replay	0	0	0	SAME_CHECK_NOT_SHADOW
audit	audit	1	1	0	SAME_CHECK_NOT_SHADOW
audit	audit	1	0	0	SAME_CHECK_NOT_SHADOW
audit	audit	0	1	0	SAME_CHECK_NOT_SHADOW
audit	audit	0	0	0	SAME_CHECK_NOT_SHADOW
lineage	lineage	1	1	0	SAME_CHECK_NOT_SHADOW
lineage	lineage	1	0	0	SAME_CHECK_NOT_SHADOW
lineage	lineage	0	1	0	SAME_CHECK_NOT_SHADOW
lineage	lineage	0	0	0	SAME_CHECK_NOT_SHADOW
csv-to-table-verify	csv-to-table-verify	1	1	0	SAME_CHECK_NOT_SHADOW
csv-to-table-verify	csv-to-table-verify	1	0	0	SAME_CHECK_NOT_SHADOW
csv-to-table-verify	csv-to-table-verify	0	1	0	SAME_CHECK_NOT_SHADOW
csv-to-table-verify	csv-to-table-verify	0	0	0	SAME_CHECK_NOT_SHADOW
sanitize-verify	sanitize-verify	1	1	0	SAME_CHECK_NOT_SHADOW
sanitize-verify	sanitize-verify	1	0	0	SAME_CHECK_NOT_SHADOW
sanitize-verify	sanitize-verify	0	1	0	SAME_CHECK_NOT_SHADOW
sanitize-verify	sanitize-verify	0	0	0	SAME_CHECK_NOT_SHADOW
