id	sample	pdf	stem	hancomVersion	variant	sourceFormat	oracleRoot	family
samples/issue1949_giant_cell_nested_tables_perf.hwpx::pdf/issue1949_giant_cell_nested_tables_perf-2024.pdf	samples/issue1949_giant_cell_nested_tables_perf.hwpx	pdf/issue1949_giant_cell_nested_tables_perf-2024.pdf	issue1949_giant_cell_nested_tables_perf	2024	2024	hwpx	pdf	table
samples/issue1949_giant_cell_nested_tables_perf.hwpx::pdf/issue1949_giant_cell_nested_tables_perf-2020.pdf	samples/issue1949_giant_cell_nested_tables_perf.hwpx	pdf/issue1949_giant_cell_nested_tables_perf-2020.pdf	issue1949_giant_cell_nested_tables_perf	2020	2020	hwpx	pdf	table
samples/issue1950_hwp3_tab_charoffset.hwp::pdf/issue1950_hwp3_tab_charoffset-2024.pdf	samples/issue1950_hwp3_tab_charoffset.hwp	pdf/issue1950_hwp3_tab_charoffset-2024.pdf	issue1950_hwp3_tab_charoffset	2024	2024	hwp	pdf	issue
samples/issue2004_cell_image_stack.hwp::pdf/issue2004_cell_image_stack-2022.pdf	samples/issue2004_cell_image_stack.hwp	pdf/issue2004_cell_image_stack-2022.pdf	issue2004_cell_image_stack	2022	2022	hwp	pdf	issue
samples/issue2004_cell_image_stack.hwpx::pdf/issue2004_cell_image_stack-2022.pdf	samples/issue2004_cell_image_stack.hwpx	pdf/issue2004_cell_image_stack-2022.pdf	issue2004_cell_image_stack	2022	2022	hwpx	pdf	issue
samples/issue2006/1790387_prep_final_report.hwpx::pdf-large/issue2006/1790387_prep_final_report-2022.pdf	samples/issue2006/1790387_prep_final_report.hwpx	pdf-large/issue2006/1790387_prep_final_report-2022.pdf	1790387_prep_final_report	2022	2022	hwpx	pdf-large	issue
samples/issue2006/1790387_prep_final_report.hwpx::pdf/issue2006/1790387_prep_final_report-hwp2020-20260814.pdf	samples/issue2006/1790387_prep_final_report.hwpx	pdf/issue2006/1790387_prep_final_report-hwp2020-20260814.pdf	1790387_prep_final_report	2020	hwp2020-20260814	hwpx	pdf	issue
samples/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향.hwp::pdf/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향-hwp-2022.pdf	samples/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향.hwp	pdf/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향-hwp-2022.pdf	(250813) (보도자료) 2025년 7월중 가계대출 동향	2022	hwp-2022	hwp	pdf	issue
samples/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향.hwpx::pdf/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향-hwpx-2022.pdf	samples/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향.hwpx	pdf/issue2020/(250813) (보도자료) 2025년 7월중 가계대출 동향-hwpx-2022.pdf	(250813) (보도자료) 2025년 7월중 가계대출 동향	2022	hwpx-2022	hwpx	pdf	issue
samples/issue2020/passport_application_lawgo.hwp::pdf/issue2020/passport_application_lawgo-2022.pdf	samples/issue2020/passport_application_lawgo.hwp	pdf/issue2020/passport_application_lawgo-2022.pdf	passport_application_lawgo	2022	2022	hwp	pdf	issue
samples/issue2063_huge_cellbreak_table.hwp::pdf/issue2063_huge_cellbreak_table-2020.pdf	samples/issue2063_huge_cellbreak_table.hwp	pdf/issue2063_huge_cellbreak_table-2020.pdf	issue2063_huge_cellbreak_table	2020	2020	hwp	pdf	table
samples/issue2083_hide_fill_page.hwpx::pdf/issue2083_hide_fill_page-2020.pdf	samples/issue2083_hide_fill_page.hwpx	pdf/issue2083_hide_fill_page-2020.pdf	issue2083_hide_fill_page	2020	2020	hwpx	pdf	issue
samples/issue2164/의견제출서(양식).hwp::pdf/issue2164/의견제출서(양식)-2020.pdf	samples/issue2164/의견제출서(양식).hwp	pdf/issue2164/의견제출서(양식)-2020.pdf	의견제출서(양식)	2020	2020	hwp	pdf	issue
samples/issue2217/20200830.hwp::pdf/issue2217/20200830-2020.pdf	samples/issue2217/20200830.hwp	pdf/issue2217/20200830-2020.pdf	20200830	2020	2020	hwp	pdf	issue
samples/issue2373/156689818_kftc_press.hwpx::pdf/issue2373/156689818_kftc_press-2020.pdf	samples/issue2373/156689818_kftc_press.hwpx	pdf/issue2373/156689818_kftc_press-2020.pdf	156689818_kftc_press	2020	2020	hwpx	pdf	issue
samples/issue2470/36341511_masked.hwpx::pdf/issue2470/36341511_masked-2022.pdf	samples/issue2470/36341511_masked.hwpx	pdf/issue2470/36341511_masked-2022.pdf	36341511_masked	2022	2022	hwpx	pdf	issue
samples/issue2470/36382471_masked.hwpx::pdf/issue2470/36382471_masked-2022.pdf	samples/issue2470/36382471_masked.hwpx	pdf/issue2470/36382471_masked-2022.pdf	36382471_masked	2022	2022	hwpx	pdf	issue
samples/issue2559/1341000_research_report_footnotes.hwp::pdf/issue2559/1341000_research_report_footnotes-2020-print.pdf	samples/issue2559/1341000_research_report_footnotes.hwp	pdf/issue2559/1341000_research_report_footnotes-2020-print.pdf	1341000_research_report_footnotes	2020	2020-print	hwp	pdf	footnote
samples/issue2808_report_physical_ladder.hwp::pdf/issue2808_report_physical_ladder-2020.pdf	samples/issue2808_report_physical_ladder.hwp	pdf/issue2808_report_physical_ladder-2020.pdf	issue2808_report_physical_ladder	2020	2020	hwp	pdf	issue
samples/issue2808_single_table_form_physical_ladder.hwpx::pdf/issue2808_single_table_form_physical_ladder-2020.pdf	samples/issue2808_single_table_form_physical_ladder.hwpx	pdf/issue2808_single_table_form_physical_ladder-2020.pdf	issue2808_single_table_form_physical_ladder	2020	2020	hwpx	pdf	table
samples/issue2813/dangjik_dutylog.hwpx::pdf/issue2813/dangjik_dutylog-2020.pdf	samples/issue2813/dangjik_dutylog.hwpx	pdf/issue2813/dangjik_dutylog-2020.pdf	dangjik_dutylog	2020	2020	hwpx	pdf	issue
samples/issue2816/imgbrush_total_page_fill.hwpx::pdf/issue2816/imgbrush_total_page_fill-2020.pdf	samples/issue2816/imgbrush_total_page_fill.hwpx	pdf/issue2816/imgbrush_total_page_fill-2020.pdf	imgbrush_total_page_fill	2020	2020	hwpx	pdf	issue
samples/issue2817/paper_anchor_infront_pic.hwpx::pdf/issue2817/paper_anchor_infront_pic-2020.pdf	samples/issue2817/paper_anchor_infront_pic.hwpx	pdf/issue2817/paper_anchor_infront_pic-2020.pdf	paper_anchor_infront_pic	2020	2020	hwpx	pdf	issue
samples/issue3239/evaluation_form_200dpi_scan.hwp::pdf/issue3239/evaluation_form_200dpi_scan-2020.pdf	samples/issue3239/evaluation_form_200dpi_scan.hwp	pdf/issue3239/evaluation_form_200dpi_scan-2020.pdf	evaluation_form_200dpi_scan	2020	2020	hwp	pdf	issue
samples/issue3257/webhangul_product_spec_v1.1.hwp::pdf/issue3257/webhangul_product_spec_v1.1-2020.pdf	samples/issue3257/webhangul_product_spec_v1.1.hwp	pdf/issue3257/webhangul_product_spec_v1.1-2020.pdf	webhangul_product_spec_v1.1	2020	2020	hwp	pdf	issue
samples/issue3460/svg_picture_repro.hwpx::pdf/issue3460/svg_picture_repro-2020.pdf	samples/issue3460/svg_picture_repro.hwpx	pdf/issue3460/svg_picture_repro-2020.pdf	svg_picture_repro	2020	2020	hwpx	pdf	issue
samples/issue3637/press_release_split_cell_nested_table.hwpx::pdf/issue3637/press_release_split_cell_nested_table-2020.pdf	samples/issue3637/press_release_split_cell_nested_table.hwpx	pdf/issue3637/press_release_split_cell_nested_table-2020.pdf	press_release_split_cell_nested_table	2020	2020	hwpx	pdf	table
samples/issue3637/press_release_topbottom_float.hwpx::pdf/issue3637/press_release_topbottom_float-2020.pdf	samples/issue3637/press_release_topbottom_float.hwpx	pdf/issue3637/press_release_topbottom_float-2020.pdf	press_release_topbottom_float	2020	2020	hwpx	pdf	issue
samples/issue3765/zone_switch_ladder_understates_page.hwpx::pdf/issue3765/zone_switch_ladder_understates_page-2020.pdf	samples/issue3765/zone_switch_ladder_understates_page.hwpx	pdf/issue3765/zone_switch_ladder_understates_page-2020.pdf	zone_switch_ladder_understates_page	2020	2020	hwpx	pdf	issue
samples/issue3837/stored_vpos_rewind_form.hwp::pdf/issue3837/stored_vpos_rewind_form-2020.pdf	samples/issue3837/stored_vpos_rewind_form.hwp	pdf/issue3837/stored_vpos_rewind_form-2020.pdf	stored_vpos_rewind_form	2020	2020	hwp	pdf	issue
samples/issue4514/sample1-repro.hwp::pdf/issue4514/sample1-repro-2020.pdf	samples/issue4514/sample1-repro.hwp	pdf/issue4514/sample1-repro-2020.pdf	sample1-repro	2020	2020	hwp	pdf	issue
samples/issue4889/18098267_nested_fragment_origin.hwp::pdf/issue4889/18098267_nested_fragment_origin-2020.pdf	samples/issue4889/18098267_nested_fragment_origin.hwp	pdf/issue4889/18098267_nested_fragment_origin-2020.pdf	18098267_nested_fragment_origin	2020	2020	hwp	pdf	issue
samples/issue_265.hwp::pdf/issue_265-2022.pdf	samples/issue_265.hwp	pdf/issue_265-2022.pdf	issue_265	2022	2022	hwp	pdf	issue
samples/k-water-rfp-2024.hwp::pdf/k-water-rfp-2024.pdf	samples/k-water-rfp-2024.hwp	pdf/k-water-rfp-2024.pdf	k-water-rfp-2024	2024	exact	hwp	pdf	other
samples/k-water-rfp.hwp::pdf/k-water-rfp-2024.pdf	samples/k-water-rfp.hwp	pdf/k-water-rfp-2024.pdf	k-water-rfp	2024	2024	hwp	pdf	other
samples/k-water-rfp.hwp::pdf/k-water-rfp-2022.pdf	samples/k-water-rfp.hwp	pdf/k-water-rfp-2022.pdf	k-water-rfp	2022	2022	hwp	pdf	other
samples/kps-ai.hwp::pdf/kps-ai-2022.pdf	samples/kps-ai.hwp	pdf/kps-ai-2022.pdf	kps-ai	2022	2022	hwp	pdf	other
samples/KTX.hwp::pdf/KTX-2022.pdf	samples/KTX.hwp	pdf/KTX-2022.pdf	KTX	2022	2022	hwp	pdf	other
samples/loading-fail-01.hwp::pdf/loading-fail-01-2022.pdf	samples/loading-fail-01.hwp	pdf/loading-fail-01-2022.pdf	loading-fail-01	2022	2022	hwp	pdf	other
samples/lseg-01-basic.hwp::pdf/lseg-01-basic-2022.pdf	samples/lseg-01-basic.hwp	pdf/lseg-01-basic-2022.pdf	lseg-01-basic	2022	2022	hwp	pdf	other
samples/lseg-02-mixed.hwp::pdf/lseg-02-mixed-2022.pdf	samples/lseg-02-mixed.hwp	pdf/lseg-02-mixed-2022.pdf	lseg-02-mixed	2022	2022	hwp	pdf	other
samples/lseg-03-spacing.hwp::pdf/lseg-03-spacing-2022.pdf	samples/lseg-03-spacing.hwp	pdf/lseg-03-spacing-2022.pdf	lseg-03-spacing	2022	2022	hwp	pdf	other
samples/lseg-04-indent.hwp::pdf/lseg-04-indent-2022.pdf	samples/lseg-04-indent.hwp	pdf/lseg-04-indent-2022.pdf	lseg-04-indent	2022	2022	hwp	pdf	other
samples/lseg-05-tab.hwp::pdf/lseg-05-tab-2022.pdf	samples/lseg-05-tab.hwp	pdf/lseg-05-tab-2022.pdf	lseg-05-tab	2022	2022	hwp	pdf	other
samples/lseg-06-multisize.hwp::pdf/lseg-06-multisize-2022.pdf	samples/lseg-06-multisize.hwp	pdf/lseg-06-multisize-2022.pdf	lseg-06-multisize	2022	2022	hwp	pdf	other
samples/mel-001.hwp::pdf/mel-001-2022.pdf	samples/mel-001.hwp	pdf/mel-001-2022.pdf	mel-001	2022	2022	hwp	pdf	other
samples/mix-shape-01.hwp::pdf/mix-shape-01-2022.pdf	samples/mix-shape-01.hwp	pdf/mix-shape-01-2022.pdf	mix-shape-01	2022	2022	hwp	pdf	other
samples/multi-table-001.hwp::pdf/multi-table-001-2022.pdf	samples/multi-table-001.hwp	pdf/multi-table-001-2022.pdf	multi-table-001	2022	2022	hwp	pdf	table
samples/multi-table-002.hwp::pdf/multi-table-002-2022.pdf	samples/multi-table-002.hwp	pdf/multi-table-002-2022.pdf	multi-table-002	2022	2022	hwp	pdf	table
samples/p122.hwp::pdf/p122-2022.pdf	samples/p122.hwp	pdf/p122-2022.pdf	p122	2022	2022	hwp	pdf	other
samples/pic-crop-01.hwp::pdf/pic-crop-01-2022.pdf	samples/pic-crop-01.hwp	pdf/pic-crop-01-2022.pdf	pic-crop-01	2022	2022	hwp	pdf	other
samples/pic-in-head-01.hwp::pdf/pic-in-head-01-2022.pdf	samples/pic-in-head-01.hwp	pdf/pic-in-head-01-2022.pdf	pic-in-head-01	2022	2022	hwp	pdf	other
samples/pic-in-head-02.hwp::pdf/pic-in-head-02-2022.pdf	samples/pic-in-head-02.hwp	pdf/pic-in-head-02-2022.pdf	pic-in-head-02	2022	2022	hwp	pdf	other
samples/pic-in-table-01.hwp::pdf/pic-in-table-01-2022.pdf	samples/pic-in-table-01.hwp	pdf/pic-in-table-01-2022.pdf	pic-in-table-01	2022	2022	hwp	pdf	table
samples/pic2.hwp::pdf/pic2-2022.pdf	samples/pic2.hwp	pdf/pic2-2022.pdf	pic2	2022	2022	hwp	pdf	other
samples/pic2.hwpx::pdf/pic2-2022.pdf	samples/pic2.hwpx	pdf/pic2-2022.pdf	pic2	2022	2022	hwpx	pdf	other
samples/pr-149.hwp::pdf/pr-149-2022.pdf	samples/pr-149.hwp	pdf/pr-149-2022.pdf	pr-149	2022	2022	hwp	pdf	issue
samples/pr-1674.hwp::pdf/pr-1674-2024.pdf	samples/pr-1674.hwp	pdf/pr-1674-2024.pdf	pr-1674	2024	2024	hwp	pdf	issue
samples/pr-1674.hwp::pdf-2020/pr-1674-2020.pdf	samples/pr-1674.hwp	pdf-2020/pr-1674-2020.pdf	pr-1674	2020	2020	hwp	pdf-2020	issue
samples/pua-test.hwp::pdf/pua-test-2022.pdf	samples/pua-test.hwp	pdf/pua-test-2022.pdf	pua-test	2022	2022	hwp	pdf	other
samples/re-01-hangul-only-empty-hancom.hwp::pdf/re-01-hangul-only-empty-hancom-2022.pdf	samples/re-01-hangul-only-empty-hancom.hwp	pdf/re-01-hangul-only-empty-hancom-2022.pdf	re-01-hangul-only-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-01-hangul-only-hancom.hwp::pdf/re-01-hangul-only-hancom-2022.pdf	samples/re-01-hangul-only-hancom.hwp	pdf/re-01-hangul-only-hancom-2022.pdf	re-01-hangul-only-hancom	2022	2022	hwp	pdf	other
samples/re-02-space-count-empty-hancom.hwp::pdf/re-02-space-count-empty-hancom-2022.pdf	samples/re-02-space-count-empty-hancom.hwp	pdf/re-02-space-count-empty-hancom-2022.pdf	re-02-space-count-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-02-space-count-hancom.hwp::pdf/re-02-space-count-hancom-2022.pdf	samples/re-02-space-count-hancom.hwp	pdf/re-02-space-count-hancom-2022.pdf	re-02-space-count-hancom	2022	2022	hwp	pdf	other
samples/re-03-latin-only-empty-hancom.hwp::pdf/re-03-latin-only-empty-hancom-2022.pdf	samples/re-03-latin-only-empty-hancom.hwp	pdf/re-03-latin-only-empty-hancom-2022.pdf	re-03-latin-only-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-03-latin-only-hancom.hwp::pdf/re-03-latin-only-hancom-2022.pdf	samples/re-03-latin-only-hancom.hwp	pdf/re-03-latin-only-hancom-2022.pdf	re-03-latin-only-hancom	2022	2022	hwp	pdf	other
samples/re-04-digit-only-empty-hancom.hwp::pdf/re-04-digit-only-empty-hancom-2022.pdf	samples/re-04-digit-only-empty-hancom.hwp	pdf/re-04-digit-only-empty-hancom-2022.pdf	re-04-digit-only-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-04-digit-only-hancom.hwp::pdf/re-04-digit-only-hancom-2022.pdf	samples/re-04-digit-only-hancom.hwp	pdf/re-04-digit-only-hancom-2022.pdf	re-04-digit-only-hancom	2022	2022	hwp	pdf	other
samples/re-05-mixed-koen-empty-hancom.hwp::pdf/re-05-mixed-koen-empty-hancom-2022.pdf	samples/re-05-mixed-koen-empty-hancom.hwp	pdf/re-05-mixed-koen-empty-hancom-2022.pdf	re-05-mixed-koen-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-05-mixed-koen-hancom.hwp::pdf/re-05-mixed-koen-hancom-2022.pdf	samples/re-05-mixed-koen-hancom.hwp	pdf/re-05-mixed-koen-hancom-2022.pdf	re-05-mixed-koen-hancom	2022	2022	hwp	pdf	other
samples/re-06-punctuation-empty-hancom.hwp::pdf/re-06-punctuation-empty-hancom-2022.pdf	samples/re-06-punctuation-empty-hancom.hwp	pdf/re-06-punctuation-empty-hancom-2022.pdf	re-06-punctuation-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-06-punctuation-hancom.hwp::pdf/re-06-punctuation-hancom-2022.pdf	samples/re-06-punctuation-hancom.hwp	pdf/re-06-punctuation-hancom-2022.pdf	re-06-punctuation-hancom	2022	2022	hwp	pdf	other
samples/re-align-center-empty-hancom.hwp::pdf/re-align-center-empty-hancom-2022.pdf	samples/re-align-center-empty-hancom.hwp	pdf/re-align-center-empty-hancom-2022.pdf	re-align-center-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-center-hancom.hwp::pdf/re-align-center-hancom-2022.pdf	samples/re-align-center-hancom.hwp	pdf/re-align-center-hancom-2022.pdf	re-align-center-hancom	2022	2022	hwp	pdf	other
samples/re-align-justify-empty-hancom.hwp::pdf/re-align-justify-empty-hancom-2022.pdf	samples/re-align-justify-empty-hancom.hwp	pdf/re-align-justify-empty-hancom-2022.pdf	re-align-justify-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-justify-hancom.hwp::pdf/re-align-justify-hancom-2022.pdf	samples/re-align-justify-hancom.hwp	pdf/re-align-justify-hancom-2022.pdf	re-align-justify-hancom	2022	2022	hwp	pdf	other
samples/re-align-left-empty-hancom.hwp::pdf/re-align-left-empty-hancom-2022.pdf	samples/re-align-left-empty-hancom.hwp	pdf/re-align-left-empty-hancom-2022.pdf	re-align-left-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-left-hancom.hwp::pdf/re-align-left-hancom-2022.pdf	samples/re-align-left-hancom.hwp	pdf/re-align-left-hancom-2022.pdf	re-align-left-hancom	2022	2022	hwp	pdf	other
samples/re-align-right-empty-hancom.hwp::pdf/re-align-right-empty-hancom-2022.pdf	samples/re-align-right-empty-hancom.hwp	pdf/re-align-right-empty-hancom-2022.pdf	re-align-right-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-align-right-hancom.hwp::pdf/re-align-right-hancom-2022.pdf	samples/re-align-right-hancom.hwp	pdf/re-align-right-hancom-2022.pdf	re-align-right-hancom	2022	2022	hwp	pdf	other
samples/re-eng-mixed-batang-arial-empty-hancom.hwp::pdf/re-eng-mixed-batang-arial-empty-hancom-2022.pdf	samples/re-eng-mixed-batang-arial-empty-hancom.hwp	pdf/re-eng-mixed-batang-arial-empty-hancom-2022.pdf	re-eng-mixed-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-batang-empty-hancom.hwp::pdf/re-eng-mixed-batang-empty-hancom-2022.pdf	samples/re-eng-mixed-batang-empty-hancom.hwp	pdf/re-eng-mixed-batang-empty-hancom-2022.pdf	re-eng-mixed-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-batangche-empty-hancom.hwp::pdf/re-eng-mixed-batangche-empty-hancom-2022.pdf	samples/re-eng-mixed-batangche-empty-hancom.hwp	pdf/re-eng-mixed-batangche-empty-hancom-2022.pdf	re-eng-mixed-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-dotum-empty-hancom.hwp::pdf/re-eng-mixed-dotum-empty-hancom-2022.pdf	samples/re-eng-mixed-dotum-empty-hancom.hwp	pdf/re-eng-mixed-dotum-empty-hancom-2022.pdf	re-eng-mixed-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-dotum-times-empty-hancom.hwp::pdf/re-eng-mixed-dotum-times-empty-hancom-2022.pdf	samples/re-eng-mixed-dotum-times-empty-hancom.hwp	pdf/re-eng-mixed-dotum-times-empty-hancom-2022.pdf	re-eng-mixed-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-courier-empty-hancom.hwp::pdf/re-eng-mixed-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-courier-empty-hancom.hwp	pdf/re-eng-mixed-malgun-courier-empty-hancom-2022.pdf	re-eng-mixed-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-empty-hancom.hwp::pdf/re-eng-mixed-malgun-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-empty-hancom.hwp	pdf/re-eng-mixed-malgun-empty-hancom-2022.pdf	re-eng-mixed-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-mixed-malgun-times-empty-hancom.hwp::pdf/re-eng-mixed-malgun-times-empty-hancom-2022.pdf	samples/re-eng-mixed-malgun-times-empty-hancom.hwp	pdf/re-eng-mixed-malgun-times-empty-hancom-2022.pdf	re-eng-mixed-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batang-arial-empty-hancom.hwp::pdf/re-eng-nospace-batang-arial-empty-hancom-2022.pdf	samples/re-eng-nospace-batang-arial-empty-hancom.hwp	pdf/re-eng-nospace-batang-arial-empty-hancom-2022.pdf	re-eng-nospace-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batang-empty-hancom.hwp::pdf/re-eng-nospace-batang-empty-hancom-2022.pdf	samples/re-eng-nospace-batang-empty-hancom.hwp	pdf/re-eng-nospace-batang-empty-hancom-2022.pdf	re-eng-nospace-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-batangche-empty-hancom.hwp::pdf/re-eng-nospace-batangche-empty-hancom-2022.pdf	samples/re-eng-nospace-batangche-empty-hancom.hwp	pdf/re-eng-nospace-batangche-empty-hancom-2022.pdf	re-eng-nospace-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-dotum-empty-hancom.hwp::pdf/re-eng-nospace-dotum-empty-hancom-2022.pdf	samples/re-eng-nospace-dotum-empty-hancom.hwp	pdf/re-eng-nospace-dotum-empty-hancom-2022.pdf	re-eng-nospace-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-dotum-times-empty-hancom.hwp::pdf/re-eng-nospace-dotum-times-empty-hancom-2022.pdf	samples/re-eng-nospace-dotum-times-empty-hancom.hwp	pdf/re-eng-nospace-dotum-times-empty-hancom-2022.pdf	re-eng-nospace-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-courier-empty-hancom.hwp::pdf/re-eng-nospace-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-courier-empty-hancom.hwp	pdf/re-eng-nospace-malgun-courier-empty-hancom-2022.pdf	re-eng-nospace-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-empty-hancom.hwp::pdf/re-eng-nospace-malgun-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-empty-hancom.hwp	pdf/re-eng-nospace-malgun-empty-hancom-2022.pdf	re-eng-nospace-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-nospace-malgun-times-empty-hancom.hwp::pdf/re-eng-nospace-malgun-times-empty-hancom-2022.pdf	samples/re-eng-nospace-malgun-times-empty-hancom.hwp	pdf/re-eng-nospace-malgun-times-empty-hancom-2022.pdf	re-eng-nospace-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batang-arial-empty-hancom.hwp::pdf/re-eng-words-batang-arial-empty-hancom-2022.pdf	samples/re-eng-words-batang-arial-empty-hancom.hwp	pdf/re-eng-words-batang-arial-empty-hancom-2022.pdf	re-eng-words-batang-arial-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batang-empty-hancom.hwp::pdf/re-eng-words-batang-empty-hancom-2022.pdf	samples/re-eng-words-batang-empty-hancom.hwp	pdf/re-eng-words-batang-empty-hancom-2022.pdf	re-eng-words-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-batangche-empty-hancom.hwp::pdf/re-eng-words-batangche-empty-hancom-2022.pdf	samples/re-eng-words-batangche-empty-hancom.hwp	pdf/re-eng-words-batangche-empty-hancom-2022.pdf	re-eng-words-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-dotum-empty-hancom.hwp::pdf/re-eng-words-dotum-empty-hancom-2022.pdf	samples/re-eng-words-dotum-empty-hancom.hwp	pdf/re-eng-words-dotum-empty-hancom-2022.pdf	re-eng-words-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-dotum-times-empty-hancom.hwp::pdf/re-eng-words-dotum-times-empty-hancom-2022.pdf	samples/re-eng-words-dotum-times-empty-hancom.hwp	pdf/re-eng-words-dotum-times-empty-hancom-2022.pdf	re-eng-words-dotum-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-courier-empty-hancom.hwp::pdf/re-eng-words-malgun-courier-empty-hancom-2022.pdf	samples/re-eng-words-malgun-courier-empty-hancom.hwp	pdf/re-eng-words-malgun-courier-empty-hancom-2022.pdf	re-eng-words-malgun-courier-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-empty-hancom.hwp::pdf/re-eng-words-malgun-empty-hancom-2022.pdf	samples/re-eng-words-malgun-empty-hancom.hwp	pdf/re-eng-words-malgun-empty-hancom-2022.pdf	re-eng-words-malgun-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-eng-words-malgun-times-empty-hancom.hwp::pdf/re-eng-words-malgun-times-empty-hancom-2022.pdf	samples/re-eng-words-malgun-times-empty-hancom.hwp	pdf/re-eng-words-malgun-times-empty-hancom-2022.pdf	re-eng-words-malgun-times-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-batang-empty-hancom.hwp::pdf/re-font-batang-empty-hancom-2022.pdf	samples/re-font-batang-empty-hancom.hwp	pdf/re-font-batang-empty-hancom-2022.pdf	re-font-batang-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-batang-hancom.hwp::pdf/re-font-batang-hancom-2022.pdf	samples/re-font-batang-hancom.hwp	pdf/re-font-batang-hancom-2022.pdf	re-font-batang-hancom	2022	2022	hwp	pdf	other
samples/re-font-batangche-empty-hancom.hwp::pdf/re-font-batangche-empty-hancom-2022.pdf	samples/re-font-batangche-empty-hancom.hwp	pdf/re-font-batangche-empty-hancom-2022.pdf	re-font-batangche-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-batangche-hancom.hwp::pdf/re-font-batangche-hancom-2022.pdf	samples/re-font-batangche-hancom.hwp	pdf/re-font-batangche-hancom-2022.pdf	re-font-batangche-hancom	2022	2022	hwp	pdf	other
samples/re-font-dotum-empty-hancom.hwp::pdf/re-font-dotum-empty-hancom-2022.pdf	samples/re-font-dotum-empty-hancom.hwp	pdf/re-font-dotum-empty-hancom-2022.pdf	re-font-dotum-empty-hancom	2022	2022	hwp	pdf	blank
samples/re-font-dotum-hancom.hwp::pdf/re-font-dotum-hancom-2022.pdf	samples/re-font-dotum-hancom.hwp	pdf/re-font-dotum-hancom-2022.pdf	re-font-dotum-hancom	2022	2022	hwp	pdf	other
samples/re-font-dotumche-empty-hancom.hwp::pdf/re-font-dotumche-empty-hancom-2022.pdf	samples/re-font-dotumche-empty-hancom.hwp	pdf/re-font-dotumche-empty-hancom-2022.pdf	re-font-dotumche-empty-hancom	2022	2022	hwp	pdf	blank
