font	search_name	document_count	status	download_available	webfont_usable	webfont_usable_reason	delivery	package	version	license	download_url	note
Asia아시아고딕B	asia아시아고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia아시아고딕L	asia아시아고딕	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia아시아고딕M	asia아시아고딕	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia엑스포L	asia엑스포	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia중고딕	asia중고딕	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia중명조	asia중명조	4	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia태고딕	asia태고딕	4	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia환희B	asia환희	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia희망L	asia희망	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asia희망M	asia희망	2	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, tzdata-asia				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Asian Dings	asian dings	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		get-east-asian-width, eastasianwidth, asian-regexps				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Astro-SemiBold	astro	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:7caf6389e7cbb791a523c546781a0221	7caf6389e7cbb791a523c546781a0221	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/7caf6389e7cbb791a523c546781a0221.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/7caf6389e7cbb791a523c546781a0221); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
ATFuturaMaxi-Bold	atfuturamaxi	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
ATFuturaMaxi-Book	atfuturamaxi	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
ATFuturaMaxi-Light	atfuturamaxi	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Avenir 45 Book	avenir 45	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@avenirs-esr/avenirs-dsav, avenir, avenir-log				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Avenir 65	avenir 65	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@avenirs-esr/avenirs-dsav, avenir, avenir-log				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Avenir 85 Heavy	avenir 85 heavy	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@avenirs-esr/avenirs-dsav, avenir, avenir-log				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Baskerville BT	baskerville bt	13	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/libre-baskerville	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/libre-baskerville@5.3.0/files/libre-baskerville-latin-400-italic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Baskerville Old Face	baskerville old face	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:f3077c21790d7835da194a845217f8ce	f3077c21790d7835da194a845217f8ce	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/f3077c21790d7835da194a845217f8ce.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/f3077c21790d7835da194a845217f8ce); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bauhaus 93	bauhaus 93	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		bauhausjs, bauhaus-avatar-generator, bauhaus-ui-library				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
BC 카드 B	bc 카드	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Bearpaw Bats	bearpaw bats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		bats, bats-assert, bats-support				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Beauty Spot	beauty spot	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		beautyspotter-cookieconsent, agora-extension-beauty-effect, beauty-amp-core2				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Bell MT	bell mt	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:01661f50354ecd0a3560ac450ecf43d3	01661f50354ecd0a3560ac450ecf43d3	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/01661f50354ecd0a3560ac450ecf43d3.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/01661f50354ecd0a3560ac450ecf43d3); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bembo	bembo	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:b08fda9062b6b94ec9e02d3080016531	b08fda9062b6b94ec9e02d3080016531	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/b08fda9062b6b94ec9e02d3080016531.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/b08fda9062b6b94ec9e02d3080016531); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BemboExpert	bemboexpert	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Berlin Sans FB	berlin sans fb	4	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:fe2027c27b6a24505f548c6fd2e1076d	fe2027c27b6a24505f548c6fd2e1076d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/fe2027c27b6a24505f548c6fd2e1076d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/fe2027c27b6a24505f548c6fd2e1076d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Berlin Sans FB Demi	berlin sans fb	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:fe2027c27b6a24505f548c6fd2e1076d	fe2027c27b6a24505f548c6fd2e1076d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/fe2027c27b6a24505f548c6fd2e1076d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/fe2027c27b6a24505f548c6fd2e1076d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bernard MT Condensed	bernard mt condensed	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@claudebernard/types, @claudebernard/medication-request-editor-element, @claudebernard/prescription-scanner-element				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
BernhardFashion BT	bernhardfashion bt	10	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:50e41820e2ada7948a61a51b6bf74b1a	50e41820e2ada7948a61a51b6bf74b1a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/50e41820e2ada7948a61a51b6bf74b1a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/50e41820e2ada7948a61a51b6bf74b1a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Birch Std	birch std	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:6f0607d5cef611ac79ee8b28f5c75b1b	6f0607d5cef611ac79ee8b28f5c75b1b	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/6f0607d5cef611ac79ee8b28f5c75b1b.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/6f0607d5cef611ac79ee8b28f5c75b1b); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Blackadder ITC	blackadder itc	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:4b0f1c076dfb624a4c79376edb6adf1b	4b0f1c076dfb624a4c79376edb6adf1b	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/4b0f1c076dfb624a4c79376edb6adf1b.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/4b0f1c076dfb624a4c79376edb6adf1b); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Blackoak Std	blackoak std	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:f7e03688d14c563a628f3825cbc23c7f	f7e03688d14c563a628f3825cbc23c7f	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/f7e03688d14c563a628f3825cbc23c7f.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/f7e03688d14c563a628f3825cbc23c7f); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Blippo Blk BT	blippo blk bt	17	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:651028c4747c9241cc0c4e1e04e0690a	651028c4747c9241cc0c4e1e04e0690a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/651028c4747c9241cc0c4e1e04e0690a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/651028c4747c9241cc0c4e1e04e0690a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BlockUp	blockup	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d201527981049e1a86137f04b1b27dd0	d201527981049e1a86137f04b1b27dd0	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d201527981049e1a86137f04b1b27dd0.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d201527981049e1a86137f04b1b27dd0); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BM ruby	bm ruby	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		ruby, @vercel/ruby, @cspell/dict-ruby				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
BM stamp	bm stamp	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		time-stamp, console-stamp, @embedpdf/plugin-stamp				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Bodoni Bd BT	bodoni bd bt	11	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/bodoni-moda	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/bodoni-moda@5.3.0/files/bodoni-moda-latin-400-italic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Bodoni Bk BT	bodoni bk bt	11	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/bodoni-moda	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/bodoni-moda@5.3.0/files/bodoni-moda-latin-400-italic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Bodoni MT	bodoni mt	3	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/bodoni-moda	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/bodoni-moda@5.3.0/files/bodoni-moda-latin-400-italic.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
Bodoni MT Black	bodoni mt	4	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:037a670cefc97958beb036dab0f6e254	037a670cefc97958beb036dab0f6e254	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/037a670cefc97958beb036dab0f6e254.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/037a670cefc97958beb036dab0f6e254); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bodoni MT Condensed	bodoni mt condensed	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:e3d5ec4c7e5f3041c277d5cf3d518c71	e3d5ec4c7e5f3041c277d5cf3d518c71	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/e3d5ec4c7e5f3041c277d5cf3d518c71.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/e3d5ec4c7e5f3041c277d5cf3d518c71); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bodoni MT Poster Compressed	bodoni mt poster compressed	3	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@fontsource/bodoni-moda, @fontsource-variable/bodoni-moda, @fontsource/libre-bodoni				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함; Noonnu 조회 실패: HTTP 429
Book Antiqua	book antiqua	25	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:127984ac535ca158ad9724f752ade6a6	127984ac535ca158ad9724f752ade6a6	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/127984ac535ca158ad9724f752ade6a6.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/127984ac535ca158ad9724f752ade6a6); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bookman Old Style	bookman old style	13	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:08a4f684fb0599188430dd0b97af52ac	08a4f684fb0599188430dd0b97af52ac	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/08a4f684fb0599188430dd0b97af52ac.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/08a4f684fb0599188430dd0b97af52ac); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Bookshelf Symbol 7	bookshelf symbol 7	4	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:549dddcecfd3e61f35f4fde66019618f	549dddcecfd3e61f35f4fde66019618f	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/549dddcecfd3e61f35f4fde66019618f.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/549dddcecfd3e61f35f4fde66019618f); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Border Cats	border cats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@styled-system/border, @revert/border, @cats-oss/ts-proto-optimize				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Border Corners	border corners	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:a3a93a658e3a5f7e176145114c4b7b8f	a3a93a658e3a5f7e176145114c4b7b8f	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/a3a93a658e3a5f7e176145114c4b7b8f.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/a3a93a658e3a5f7e176145114c4b7b8f); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Borg	borg	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		borg-collective, ubborg-planner-pmb, borg-anchor				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
BOTAROSA1	botarosa1	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Bows	bows	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		bows, bowser, li-sdk-test-demo-ack				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Bradley Hand ITC	bradley hand itc	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:faeedc1fd74dce8e508221970594cb53	faeedc1fd74dce8e508221970594cb53	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/faeedc1fd74dce8e508221970594cb53.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/faeedc1fd74dce8e508221970594cb53); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Britannic Bold	britannic	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:8be4a2f403c2dc27187d892cca388e24	8be4a2f403c2dc27187d892cca388e24	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/8be4a2f403c2dc27187d892cca388e24.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/8be4a2f403c2dc27187d892cca388e24); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Broadway	broadway	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:19007e0c85468fd509414342e0ca9c68	19007e0c85468fd509414342e0ca9c68	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/19007e0c85468fd509414342e0ca9c68.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/19007e0c85468fd509414342e0ca9c68); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BroadwayEngraved BT	broadwayengraved bt	10	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Browallia New	browallia new	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:558e1f7c26d9405ac41942266ebac11d	558e1f7c26d9405ac41942266ebac11d	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/558e1f7c26d9405ac41942266ebac11d.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/558e1f7c26d9405ac41942266ebac11d); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BrowalliaUPC	browalliaupc	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:81ceb3132faffd2044411342d8a0e0f4	81ceb3132faffd2044411342d8a0e0f4	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/81ceb3132faffd2044411342d8a0e0f4.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/81ceb3132faffd2044411342d8a0e0f4); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Brush Script MT	brush script mt	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:70927e11d1779ee1fa9a6b97278c01c1	70927e11d1779ee1fa9a6b97278c01c1	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/70927e11d1779ee1fa9a6b97278c01c1.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/70927e11d1779ee1fa9a6b97278c01c1); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Brush Script Std	brush script std	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:d44cb84b16ccdec82fa437a516e62b9a	d44cb84b16ccdec82fa437a516e62b9a	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/d44cb84b16ccdec82fa437a516e62b9a.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/d44cb84b16ccdec82fa437a516e62b9a); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
BrushScript BT	brushscript bt	10	available	가능	가능	공급 경로의 라이선스 단서와 CDN 응답 확인	jsDelivr 웹 검색	@fontsource/nanum-brush-script	5.3.0	OFL-1.1	https://cdn.jsdelivr.net/npm/@fontsource/nanum-brush-script@5.3.0/files/nanum-brush-script-0-400-normal.woff	jsDelivr 웹 검색 후 실제 CDN 글꼴 파일 응답 확인
BugBats	bugbats	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
BulletBalls AOE	bulletballs aoe	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
BulletMix	bulletmix	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Business/Industrial	business/industrial	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		facebook-nodejs-business-sdk, moment-business-days, @ua-parser-js/pro-business				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
BusterD	busterd	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		@testplane/webdriverio				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
butterflips	butterflips	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
button_by_fanta	button by fanta	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견						Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
ButtonButton	buttonbutton	1	not-found	불가	불가	검증 가능한 웹폰트 파일 미발견		cps-ui-kit, @button/button-client-node, @tincre/promo-button				Fontsource·명시 별칭·jsDelivr 웹 검색에서 검증 가능한 패키지를 찾지 못함
Calibri	calibri	195	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:a78cfad3beb089a6ce86d4e280fa270b	a78cfad3beb089a6ce86d4e280fa270b	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/a78cfad3beb089a6ce86d4e280fa270b.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/a78cfad3beb089a6ce86d4e280fa270b); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Calibri Light	calibri	1	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:a78cfad3beb089a6ce86d4e280fa270b	a78cfad3beb089a6ce86d4e280fa270b	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/a78cfad3beb089a6ce86d4e280fa270b.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/a78cfad3beb089a6ce86d4e280fa270b); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
Californian FB	californian fb	3	license-review	가능	라이선스 검토 필요	CDN 응답은 확인했지만 원 권리자의 웹 사용 허가를 확인하지 못함	OnlineWebFonts	onlinewebfonts:12c13307742d4e286b692cce7ec65307	12c13307742d4e286b692cce7ec65307	원 권리자 웹 사용 허가 미확인	https://db.onlinewebfonts.com/t/12c13307742d4e286b692cce7ec65307.woff2	OnlineWebFonts WOFF2 응답 확인 (https://www.onlinewebfonts.com/download/12c13307742d4e286b692cce7ec65307); 실제 서비스 배포 전 원 권리자 사용 허가 확인 필요
